"","nombre_provincia","nombre_canton","codigo_provincia","codigo_canton","año","cantidad_habitantes","mes_num","mes","miles_habitantes"
"1","AZUAY","CUENCA",1,101,2021,610362,1,"Enero",610.362
"2","AZUAY","CUENCA",1,101,2021,610362,2,"Febrero",610.362
"3","AZUAY","CUENCA",1,101,2021,610362,3,"Marzo",610.362
"4","AZUAY","CUENCA",1,101,2021,610362,4,"Abril",610.362
"5","AZUAY","CUENCA",1,101,2021,610362,5,"Mayo",610.362
"6","AZUAY","CUENCA",1,101,2021,610362,6,"Junio",610.362
"7","AZUAY","CUENCA",1,101,2021,610362,7,"Julio",610.362
"8","AZUAY","CUENCA",1,101,2021,610362,8,"Agosto",610.362
"9","AZUAY","CUENCA",1,101,2021,610362,9,"Septiembre",610.362
"10","AZUAY","CUENCA",1,101,2021,610362,10,"Octubre",610.362
"11","AZUAY","CUENCA",1,101,2021,610362,11,"Noviembre",610.362
"12","AZUAY","CUENCA",1,101,2021,610362,12,"Diciembre",610.362
"13","AZUAY","CUENCA",1,101,2022,612574,1,"Enero",612.574
"14","AZUAY","CUENCA",1,101,2022,612574,2,"Febrero",612.574
"15","AZUAY","CUENCA",1,101,2022,612574,3,"Marzo",612.574
"16","AZUAY","CUENCA",1,101,2022,612574,4,"Abril",612.574
"17","AZUAY","CUENCA",1,101,2022,612574,5,"Mayo",612.574
"18","AZUAY","CUENCA",1,101,2022,612574,6,"Junio",612.574
"19","AZUAY","CUENCA",1,101,2022,612574,7,"Julio",612.574
"20","AZUAY","CUENCA",1,101,2022,612574,8,"Agosto",612.574
"21","AZUAY","CUENCA",1,101,2022,612574,9,"Septiembre",612.574
"22","AZUAY","CUENCA",1,101,2022,612574,10,"Octubre",612.574
"23","AZUAY","CUENCA",1,101,2022,612574,11,"Noviembre",612.574
"24","AZUAY","CUENCA",1,101,2022,612574,12,"Diciembre",612.574
"25","AZUAY","CUENCA",1,101,2023,615768,1,"Enero",615.768
"26","AZUAY","CUENCA",1,101,2023,615768,2,"Febrero",615.768
"27","AZUAY","CUENCA",1,101,2023,615768,3,"Marzo",615.768
"28","AZUAY","CUENCA",1,101,2023,615768,4,"Abril",615.768
"29","AZUAY","CUENCA",1,101,2023,615768,5,"Mayo",615.768
"30","AZUAY","CUENCA",1,101,2023,615768,6,"Junio",615.768
"31","AZUAY","CUENCA",1,101,2023,615768,7,"Julio",615.768
"32","AZUAY","CUENCA",1,101,2023,615768,8,"Agosto",615.768
"33","AZUAY","CUENCA",1,101,2023,615768,9,"Septiembre",615.768
"34","AZUAY","CUENCA",1,101,2023,615768,10,"Octubre",615.768
"35","AZUAY","CUENCA",1,101,2023,615768,11,"Noviembre",615.768
"36","AZUAY","CUENCA",1,101,2023,615768,12,"Diciembre",615.768
"37","AZUAY","CUENCA",1,101,2024,619701,1,"Enero",619.701
"38","AZUAY","CUENCA",1,101,2024,619701,2,"Febrero",619.701
"39","AZUAY","CUENCA",1,101,2024,619701,3,"Marzo",619.701
"40","AZUAY","CUENCA",1,101,2024,619701,4,"Abril",619.701
"41","AZUAY","CUENCA",1,101,2024,619701,5,"Mayo",619.701
"42","AZUAY","CUENCA",1,101,2024,619701,6,"Junio",619.701
"43","AZUAY","CUENCA",1,101,2024,619701,7,"Julio",619.701
"44","AZUAY","CUENCA",1,101,2024,619701,8,"Agosto",619.701
"45","AZUAY","CUENCA",1,101,2024,619701,9,"Septiembre",619.701
"46","AZUAY","CUENCA",1,101,2024,619701,10,"Octubre",619.701
"47","AZUAY","CUENCA",1,101,2024,619701,11,"Noviembre",619.701
"48","AZUAY","CUENCA",1,101,2024,619701,12,"Diciembre",619.701
"49","AZUAY","CUENCA",1,101,2025,624053,1,"Enero",624.053
"50","AZUAY","CUENCA",1,101,2025,624053,2,"Febrero",624.053
"51","AZUAY","CUENCA",1,101,2025,624053,3,"Marzo",624.053
"52","AZUAY","CUENCA",1,101,2025,624053,4,"Abril",624.053
"53","AZUAY","CUENCA",1,101,2025,624053,5,"Mayo",624.053
"54","AZUAY","CUENCA",1,101,2025,624053,6,"Junio",624.053
"55","AZUAY","CUENCA",1,101,2025,624053,7,"Julio",624.053
"56","AZUAY","CUENCA",1,101,2025,624053,8,"Agosto",624.053
"57","AZUAY","CUENCA",1,101,2025,624053,9,"Septiembre",624.053
"58","AZUAY","CUENCA",1,101,2025,624053,10,"Octubre",624.053
"59","AZUAY","CUENCA",1,101,2025,624053,11,"Noviembre",624.053
"60","AZUAY","CUENCA",1,101,2025,624053,12,"Diciembre",624.053
"61","AZUAY","GIRON",1,102,2021,12825,1,"Enero",12.825
"62","AZUAY","GIRON",1,102,2021,12825,2,"Febrero",12.825
"63","AZUAY","GIRON",1,102,2021,12825,3,"Marzo",12.825
"64","AZUAY","GIRON",1,102,2021,12825,4,"Abril",12.825
"65","AZUAY","GIRON",1,102,2021,12825,5,"Mayo",12.825
"66","AZUAY","GIRON",1,102,2021,12825,6,"Junio",12.825
"67","AZUAY","GIRON",1,102,2021,12825,7,"Julio",12.825
"68","AZUAY","GIRON",1,102,2021,12825,8,"Agosto",12.825
"69","AZUAY","GIRON",1,102,2021,12825,9,"Septiembre",12.825
"70","AZUAY","GIRON",1,102,2021,12825,10,"Octubre",12.825
"71","AZUAY","GIRON",1,102,2021,12825,11,"Noviembre",12.825
"72","AZUAY","GIRON",1,102,2021,12825,12,"Diciembre",12.825
"73","AZUAY","GIRON",1,102,2022,12687,1,"Enero",12.687
"74","AZUAY","GIRON",1,102,2022,12687,2,"Febrero",12.687
"75","AZUAY","GIRON",1,102,2022,12687,3,"Marzo",12.687
"76","AZUAY","GIRON",1,102,2022,12687,4,"Abril",12.687
"77","AZUAY","GIRON",1,102,2022,12687,5,"Mayo",12.687
"78","AZUAY","GIRON",1,102,2022,12687,6,"Junio",12.687
"79","AZUAY","GIRON",1,102,2022,12687,7,"Julio",12.687
"80","AZUAY","GIRON",1,102,2022,12687,8,"Agosto",12.687
"81","AZUAY","GIRON",1,102,2022,12687,9,"Septiembre",12.687
"82","AZUAY","GIRON",1,102,2022,12687,10,"Octubre",12.687
"83","AZUAY","GIRON",1,102,2022,12687,11,"Noviembre",12.687
"84","AZUAY","GIRON",1,102,2022,12687,12,"Diciembre",12.687
"85","AZUAY","GIRON",1,102,2023,12578,1,"Enero",12.578
"86","AZUAY","GIRON",1,102,2023,12578,2,"Febrero",12.578
"87","AZUAY","GIRON",1,102,2023,12578,3,"Marzo",12.578
"88","AZUAY","GIRON",1,102,2023,12578,4,"Abril",12.578
"89","AZUAY","GIRON",1,102,2023,12578,5,"Mayo",12.578
"90","AZUAY","GIRON",1,102,2023,12578,6,"Junio",12.578
"91","AZUAY","GIRON",1,102,2023,12578,7,"Julio",12.578
"92","AZUAY","GIRON",1,102,2023,12578,8,"Agosto",12.578
"93","AZUAY","GIRON",1,102,2023,12578,9,"Septiembre",12.578
"94","AZUAY","GIRON",1,102,2023,12578,10,"Octubre",12.578
"95","AZUAY","GIRON",1,102,2023,12578,11,"Noviembre",12.578
"96","AZUAY","GIRON",1,102,2023,12578,12,"Diciembre",12.578
"97","AZUAY","GIRON",1,102,2024,12492,1,"Enero",12.492
"98","AZUAY","GIRON",1,102,2024,12492,2,"Febrero",12.492
"99","AZUAY","GIRON",1,102,2024,12492,3,"Marzo",12.492
"100","AZUAY","GIRON",1,102,2024,12492,4,"Abril",12.492
"101","AZUAY","GIRON",1,102,2024,12492,5,"Mayo",12.492
"102","AZUAY","GIRON",1,102,2024,12492,6,"Junio",12.492
"103","AZUAY","GIRON",1,102,2024,12492,7,"Julio",12.492
"104","AZUAY","GIRON",1,102,2024,12492,8,"Agosto",12.492
"105","AZUAY","GIRON",1,102,2024,12492,9,"Septiembre",12.492
"106","AZUAY","GIRON",1,102,2024,12492,10,"Octubre",12.492
"107","AZUAY","GIRON",1,102,2024,12492,11,"Noviembre",12.492
"108","AZUAY","GIRON",1,102,2024,12492,12,"Diciembre",12.492
"109","AZUAY","GIRON",1,102,2025,12423,1,"Enero",12.423
"110","AZUAY","GIRON",1,102,2025,12423,2,"Febrero",12.423
"111","AZUAY","GIRON",1,102,2025,12423,3,"Marzo",12.423
"112","AZUAY","GIRON",1,102,2025,12423,4,"Abril",12.423
"113","AZUAY","GIRON",1,102,2025,12423,5,"Mayo",12.423
"114","AZUAY","GIRON",1,102,2025,12423,6,"Junio",12.423
"115","AZUAY","GIRON",1,102,2025,12423,7,"Julio",12.423
"116","AZUAY","GIRON",1,102,2025,12423,8,"Agosto",12.423
"117","AZUAY","GIRON",1,102,2025,12423,9,"Septiembre",12.423
"118","AZUAY","GIRON",1,102,2025,12423,10,"Octubre",12.423
"119","AZUAY","GIRON",1,102,2025,12423,11,"Noviembre",12.423
"120","AZUAY","GIRON",1,102,2025,12423,12,"Diciembre",12.423
"121","AZUAY","GUALACEO",1,103,2021,45392,1,"Enero",45.392
"122","AZUAY","GUALACEO",1,103,2021,45392,2,"Febrero",45.392
"123","AZUAY","GUALACEO",1,103,2021,45392,3,"Marzo",45.392
"124","AZUAY","GUALACEO",1,103,2021,45392,4,"Abril",45.392
"125","AZUAY","GUALACEO",1,103,2021,45392,5,"Mayo",45.392
"126","AZUAY","GUALACEO",1,103,2021,45392,6,"Junio",45.392
"127","AZUAY","GUALACEO",1,103,2021,45392,7,"Julio",45.392
"128","AZUAY","GUALACEO",1,103,2021,45392,8,"Agosto",45.392
"129","AZUAY","GUALACEO",1,103,2021,45392,9,"Septiembre",45.392
"130","AZUAY","GUALACEO",1,103,2021,45392,10,"Octubre",45.392
"131","AZUAY","GUALACEO",1,103,2021,45392,11,"Noviembre",45.392
"132","AZUAY","GUALACEO",1,103,2021,45392,12,"Diciembre",45.392
"133","AZUAY","GUALACEO",1,103,2022,45040,1,"Enero",45.04
"134","AZUAY","GUALACEO",1,103,2022,45040,2,"Febrero",45.04
"135","AZUAY","GUALACEO",1,103,2022,45040,3,"Marzo",45.04
"136","AZUAY","GUALACEO",1,103,2022,45040,4,"Abril",45.04
"137","AZUAY","GUALACEO",1,103,2022,45040,5,"Mayo",45.04
"138","AZUAY","GUALACEO",1,103,2022,45040,6,"Junio",45.04
"139","AZUAY","GUALACEO",1,103,2022,45040,7,"Julio",45.04
"140","AZUAY","GUALACEO",1,103,2022,45040,8,"Agosto",45.04
"141","AZUAY","GUALACEO",1,103,2022,45040,9,"Septiembre",45.04
"142","AZUAY","GUALACEO",1,103,2022,45040,10,"Octubre",45.04
"143","AZUAY","GUALACEO",1,103,2022,45040,11,"Noviembre",45.04
"144","AZUAY","GUALACEO",1,103,2022,45040,12,"Diciembre",45.04
"145","AZUAY","GUALACEO",1,103,2023,44774,1,"Enero",44.774
"146","AZUAY","GUALACEO",1,103,2023,44774,2,"Febrero",44.774
"147","AZUAY","GUALACEO",1,103,2023,44774,3,"Marzo",44.774
"148","AZUAY","GUALACEO",1,103,2023,44774,4,"Abril",44.774
"149","AZUAY","GUALACEO",1,103,2023,44774,5,"Mayo",44.774
"150","AZUAY","GUALACEO",1,103,2023,44774,6,"Junio",44.774
"151","AZUAY","GUALACEO",1,103,2023,44774,7,"Julio",44.774
"152","AZUAY","GUALACEO",1,103,2023,44774,8,"Agosto",44.774
"153","AZUAY","GUALACEO",1,103,2023,44774,9,"Septiembre",44.774
"154","AZUAY","GUALACEO",1,103,2023,44774,10,"Octubre",44.774
"155","AZUAY","GUALACEO",1,103,2023,44774,11,"Noviembre",44.774
"156","AZUAY","GUALACEO",1,103,2023,44774,12,"Diciembre",44.774
"157","AZUAY","GUALACEO",1,103,2024,44577,1,"Enero",44.577
"158","AZUAY","GUALACEO",1,103,2024,44577,2,"Febrero",44.577
"159","AZUAY","GUALACEO",1,103,2024,44577,3,"Marzo",44.577
"160","AZUAY","GUALACEO",1,103,2024,44577,4,"Abril",44.577
"161","AZUAY","GUALACEO",1,103,2024,44577,5,"Mayo",44.577
"162","AZUAY","GUALACEO",1,103,2024,44577,6,"Junio",44.577
"163","AZUAY","GUALACEO",1,103,2024,44577,7,"Julio",44.577
"164","AZUAY","GUALACEO",1,103,2024,44577,8,"Agosto",44.577
"165","AZUAY","GUALACEO",1,103,2024,44577,9,"Septiembre",44.577
"166","AZUAY","GUALACEO",1,103,2024,44577,10,"Octubre",44.577
"167","AZUAY","GUALACEO",1,103,2024,44577,11,"Noviembre",44.577
"168","AZUAY","GUALACEO",1,103,2024,44577,12,"Diciembre",44.577
"169","AZUAY","GUALACEO",1,103,2025,44426,1,"Enero",44.426
"170","AZUAY","GUALACEO",1,103,2025,44426,2,"Febrero",44.426
"171","AZUAY","GUALACEO",1,103,2025,44426,3,"Marzo",44.426
"172","AZUAY","GUALACEO",1,103,2025,44426,4,"Abril",44.426
"173","AZUAY","GUALACEO",1,103,2025,44426,5,"Mayo",44.426
"174","AZUAY","GUALACEO",1,103,2025,44426,6,"Junio",44.426
"175","AZUAY","GUALACEO",1,103,2025,44426,7,"Julio",44.426
"176","AZUAY","GUALACEO",1,103,2025,44426,8,"Agosto",44.426
"177","AZUAY","GUALACEO",1,103,2025,44426,9,"Septiembre",44.426
"178","AZUAY","GUALACEO",1,103,2025,44426,10,"Octubre",44.426
"179","AZUAY","GUALACEO",1,103,2025,44426,11,"Noviembre",44.426
"180","AZUAY","GUALACEO",1,103,2025,44426,12,"Diciembre",44.426
"181","AZUAY","NABON",1,104,2021,15475,1,"Enero",15.475
"182","AZUAY","NABON",1,104,2021,15475,2,"Febrero",15.475
"183","AZUAY","NABON",1,104,2021,15475,3,"Marzo",15.475
"184","AZUAY","NABON",1,104,2021,15475,4,"Abril",15.475
"185","AZUAY","NABON",1,104,2021,15475,5,"Mayo",15.475
"186","AZUAY","NABON",1,104,2021,15475,6,"Junio",15.475
"187","AZUAY","NABON",1,104,2021,15475,7,"Julio",15.475
"188","AZUAY","NABON",1,104,2021,15475,8,"Agosto",15.475
"189","AZUAY","NABON",1,104,2021,15475,9,"Septiembre",15.475
"190","AZUAY","NABON",1,104,2021,15475,10,"Octubre",15.475
"191","AZUAY","NABON",1,104,2021,15475,11,"Noviembre",15.475
"192","AZUAY","NABON",1,104,2021,15475,12,"Diciembre",15.475
"193","AZUAY","NABON",1,104,2022,15268,1,"Enero",15.268
"194","AZUAY","NABON",1,104,2022,15268,2,"Febrero",15.268
"195","AZUAY","NABON",1,104,2022,15268,3,"Marzo",15.268
"196","AZUAY","NABON",1,104,2022,15268,4,"Abril",15.268
"197","AZUAY","NABON",1,104,2022,15268,5,"Mayo",15.268
"198","AZUAY","NABON",1,104,2022,15268,6,"Junio",15.268
"199","AZUAY","NABON",1,104,2022,15268,7,"Julio",15.268
"200","AZUAY","NABON",1,104,2022,15268,8,"Agosto",15.268
"201","AZUAY","NABON",1,104,2022,15268,9,"Septiembre",15.268
"202","AZUAY","NABON",1,104,2022,15268,10,"Octubre",15.268
"203","AZUAY","NABON",1,104,2022,15268,11,"Noviembre",15.268
"204","AZUAY","NABON",1,104,2022,15268,12,"Diciembre",15.268
"205","AZUAY","NABON",1,104,2023,15103,1,"Enero",15.103
"206","AZUAY","NABON",1,104,2023,15103,2,"Febrero",15.103
"207","AZUAY","NABON",1,104,2023,15103,3,"Marzo",15.103
"208","AZUAY","NABON",1,104,2023,15103,4,"Abril",15.103
"209","AZUAY","NABON",1,104,2023,15103,5,"Mayo",15.103
"210","AZUAY","NABON",1,104,2023,15103,6,"Junio",15.103
"211","AZUAY","NABON",1,104,2023,15103,7,"Julio",15.103
"212","AZUAY","NABON",1,104,2023,15103,8,"Agosto",15.103
"213","AZUAY","NABON",1,104,2023,15103,9,"Septiembre",15.103
"214","AZUAY","NABON",1,104,2023,15103,10,"Octubre",15.103
"215","AZUAY","NABON",1,104,2023,15103,11,"Noviembre",15.103
"216","AZUAY","NABON",1,104,2023,15103,12,"Diciembre",15.103
"217","AZUAY","NABON",1,104,2024,14972,1,"Enero",14.972
"218","AZUAY","NABON",1,104,2024,14972,2,"Febrero",14.972
"219","AZUAY","NABON",1,104,2024,14972,3,"Marzo",14.972
"220","AZUAY","NABON",1,104,2024,14972,4,"Abril",14.972
"221","AZUAY","NABON",1,104,2024,14972,5,"Mayo",14.972
"222","AZUAY","NABON",1,104,2024,14972,6,"Junio",14.972
"223","AZUAY","NABON",1,104,2024,14972,7,"Julio",14.972
"224","AZUAY","NABON",1,104,2024,14972,8,"Agosto",14.972
"225","AZUAY","NABON",1,104,2024,14972,9,"Septiembre",14.972
"226","AZUAY","NABON",1,104,2024,14972,10,"Octubre",14.972
"227","AZUAY","NABON",1,104,2024,14972,11,"Noviembre",14.972
"228","AZUAY","NABON",1,104,2024,14972,12,"Diciembre",14.972
"229","AZUAY","NABON",1,104,2025,14868,1,"Enero",14.868
"230","AZUAY","NABON",1,104,2025,14868,2,"Febrero",14.868
"231","AZUAY","NABON",1,104,2025,14868,3,"Marzo",14.868
"232","AZUAY","NABON",1,104,2025,14868,4,"Abril",14.868
"233","AZUAY","NABON",1,104,2025,14868,5,"Mayo",14.868
"234","AZUAY","NABON",1,104,2025,14868,6,"Junio",14.868
"235","AZUAY","NABON",1,104,2025,14868,7,"Julio",14.868
"236","AZUAY","NABON",1,104,2025,14868,8,"Agosto",14.868
"237","AZUAY","NABON",1,104,2025,14868,9,"Septiembre",14.868
"238","AZUAY","NABON",1,104,2025,14868,10,"Octubre",14.868
"239","AZUAY","NABON",1,104,2025,14868,11,"Noviembre",14.868
"240","AZUAY","NABON",1,104,2025,14868,12,"Diciembre",14.868
"241","AZUAY","PAUTE",1,105,2021,27676,1,"Enero",27.676
"242","AZUAY","PAUTE",1,105,2021,27676,2,"Febrero",27.676
"243","AZUAY","PAUTE",1,105,2021,27676,3,"Marzo",27.676
"244","AZUAY","PAUTE",1,105,2021,27676,4,"Abril",27.676
"245","AZUAY","PAUTE",1,105,2021,27676,5,"Mayo",27.676
"246","AZUAY","PAUTE",1,105,2021,27676,6,"Junio",27.676
"247","AZUAY","PAUTE",1,105,2021,27676,7,"Julio",27.676
"248","AZUAY","PAUTE",1,105,2021,27676,8,"Agosto",27.676
"249","AZUAY","PAUTE",1,105,2021,27676,9,"Septiembre",27.676
"250","AZUAY","PAUTE",1,105,2021,27676,10,"Octubre",27.676
"251","AZUAY","PAUTE",1,105,2021,27676,11,"Noviembre",27.676
"252","AZUAY","PAUTE",1,105,2021,27676,12,"Diciembre",27.676
"253","AZUAY","PAUTE",1,105,2022,27535,1,"Enero",27.535
"254","AZUAY","PAUTE",1,105,2022,27535,2,"Febrero",27.535
"255","AZUAY","PAUTE",1,105,2022,27535,3,"Marzo",27.535
"256","AZUAY","PAUTE",1,105,2022,27535,4,"Abril",27.535
"257","AZUAY","PAUTE",1,105,2022,27535,5,"Mayo",27.535
"258","AZUAY","PAUTE",1,105,2022,27535,6,"Junio",27.535
"259","AZUAY","PAUTE",1,105,2022,27535,7,"Julio",27.535
"260","AZUAY","PAUTE",1,105,2022,27535,8,"Agosto",27.535
"261","AZUAY","PAUTE",1,105,2022,27535,9,"Septiembre",27.535
"262","AZUAY","PAUTE",1,105,2022,27535,10,"Octubre",27.535
"263","AZUAY","PAUTE",1,105,2022,27535,11,"Noviembre",27.535
"264","AZUAY","PAUTE",1,105,2022,27535,12,"Diciembre",27.535
"265","AZUAY","PAUTE",1,105,2023,27442,1,"Enero",27.442
"266","AZUAY","PAUTE",1,105,2023,27442,2,"Febrero",27.442
"267","AZUAY","PAUTE",1,105,2023,27442,3,"Marzo",27.442
"268","AZUAY","PAUTE",1,105,2023,27442,4,"Abril",27.442
"269","AZUAY","PAUTE",1,105,2023,27442,5,"Mayo",27.442
"270","AZUAY","PAUTE",1,105,2023,27442,6,"Junio",27.442
"271","AZUAY","PAUTE",1,105,2023,27442,7,"Julio",27.442
"272","AZUAY","PAUTE",1,105,2023,27442,8,"Agosto",27.442
"273","AZUAY","PAUTE",1,105,2023,27442,9,"Septiembre",27.442
"274","AZUAY","PAUTE",1,105,2023,27442,10,"Octubre",27.442
"275","AZUAY","PAUTE",1,105,2023,27442,11,"Noviembre",27.442
"276","AZUAY","PAUTE",1,105,2023,27442,12,"Diciembre",27.442
"277","AZUAY","PAUTE",1,105,2024,27385,1,"Enero",27.385
"278","AZUAY","PAUTE",1,105,2024,27385,2,"Febrero",27.385
"279","AZUAY","PAUTE",1,105,2024,27385,3,"Marzo",27.385
"280","AZUAY","PAUTE",1,105,2024,27385,4,"Abril",27.385
"281","AZUAY","PAUTE",1,105,2024,27385,5,"Mayo",27.385
"282","AZUAY","PAUTE",1,105,2024,27385,6,"Junio",27.385
"283","AZUAY","PAUTE",1,105,2024,27385,7,"Julio",27.385
"284","AZUAY","PAUTE",1,105,2024,27385,8,"Agosto",27.385
"285","AZUAY","PAUTE",1,105,2024,27385,9,"Septiembre",27.385
"286","AZUAY","PAUTE",1,105,2024,27385,10,"Octubre",27.385
"287","AZUAY","PAUTE",1,105,2024,27385,11,"Noviembre",27.385
"288","AZUAY","PAUTE",1,105,2024,27385,12,"Diciembre",27.385
"289","AZUAY","PAUTE",1,105,2025,27349,1,"Enero",27.349
"290","AZUAY","PAUTE",1,105,2025,27349,2,"Febrero",27.349
"291","AZUAY","PAUTE",1,105,2025,27349,3,"Marzo",27.349
"292","AZUAY","PAUTE",1,105,2025,27349,4,"Abril",27.349
"293","AZUAY","PAUTE",1,105,2025,27349,5,"Mayo",27.349
"294","AZUAY","PAUTE",1,105,2025,27349,6,"Junio",27.349
"295","AZUAY","PAUTE",1,105,2025,27349,7,"Julio",27.349
"296","AZUAY","PAUTE",1,105,2025,27349,8,"Agosto",27.349
"297","AZUAY","PAUTE",1,105,2025,27349,9,"Septiembre",27.349
"298","AZUAY","PAUTE",1,105,2025,27349,10,"Octubre",27.349
"299","AZUAY","PAUTE",1,105,2025,27349,11,"Noviembre",27.349
"300","AZUAY","PAUTE",1,105,2025,27349,12,"Diciembre",27.349
"301","AZUAY","PUCARA",1,106,2021,10174,1,"Enero",10.174
"302","AZUAY","PUCARA",1,106,2021,10174,2,"Febrero",10.174
"303","AZUAY","PUCARA",1,106,2021,10174,3,"Marzo",10.174
"304","AZUAY","PUCARA",1,106,2021,10174,4,"Abril",10.174
"305","AZUAY","PUCARA",1,106,2021,10174,5,"Mayo",10.174
"306","AZUAY","PUCARA",1,106,2021,10174,6,"Junio",10.174
"307","AZUAY","PUCARA",1,106,2021,10174,7,"Julio",10.174
"308","AZUAY","PUCARA",1,106,2021,10174,8,"Agosto",10.174
"309","AZUAY","PUCARA",1,106,2021,10174,9,"Septiembre",10.174
"310","AZUAY","PUCARA",1,106,2021,10174,10,"Octubre",10.174
"311","AZUAY","PUCARA",1,106,2021,10174,11,"Noviembre",10.174
"312","AZUAY","PUCARA",1,106,2021,10174,12,"Diciembre",10.174
"313","AZUAY","PUCARA",1,106,2022,10034,1,"Enero",10.034
"314","AZUAY","PUCARA",1,106,2022,10034,2,"Febrero",10.034
"315","AZUAY","PUCARA",1,106,2022,10034,3,"Marzo",10.034
"316","AZUAY","PUCARA",1,106,2022,10034,4,"Abril",10.034
"317","AZUAY","PUCARA",1,106,2022,10034,5,"Mayo",10.034
"318","AZUAY","PUCARA",1,106,2022,10034,6,"Junio",10.034
"319","AZUAY","PUCARA",1,106,2022,10034,7,"Julio",10.034
"320","AZUAY","PUCARA",1,106,2022,10034,8,"Agosto",10.034
"321","AZUAY","PUCARA",1,106,2022,10034,9,"Septiembre",10.034
"322","AZUAY","PUCARA",1,106,2022,10034,10,"Octubre",10.034
"323","AZUAY","PUCARA",1,106,2022,10034,11,"Noviembre",10.034
"324","AZUAY","PUCARA",1,106,2022,10034,12,"Diciembre",10.034
"325","AZUAY","PUCARA",1,106,2023,9918,1,"Enero",9.918
"326","AZUAY","PUCARA",1,106,2023,9918,2,"Febrero",9.918
"327","AZUAY","PUCARA",1,106,2023,9918,3,"Marzo",9.918
"328","AZUAY","PUCARA",1,106,2023,9918,4,"Abril",9.918
"329","AZUAY","PUCARA",1,106,2023,9918,5,"Mayo",9.918
"330","AZUAY","PUCARA",1,106,2023,9918,6,"Junio",9.918
"331","AZUAY","PUCARA",1,106,2023,9918,7,"Julio",9.918
"332","AZUAY","PUCARA",1,106,2023,9918,8,"Agosto",9.918
"333","AZUAY","PUCARA",1,106,2023,9918,9,"Septiembre",9.918
"334","AZUAY","PUCARA",1,106,2023,9918,10,"Octubre",9.918
"335","AZUAY","PUCARA",1,106,2023,9918,11,"Noviembre",9.918
"336","AZUAY","PUCARA",1,106,2023,9918,12,"Diciembre",9.918
"337","AZUAY","PUCARA",1,106,2024,9825,1,"Enero",9.825
"338","AZUAY","PUCARA",1,106,2024,9825,2,"Febrero",9.825
"339","AZUAY","PUCARA",1,106,2024,9825,3,"Marzo",9.825
"340","AZUAY","PUCARA",1,106,2024,9825,4,"Abril",9.825
"341","AZUAY","PUCARA",1,106,2024,9825,5,"Mayo",9.825
"342","AZUAY","PUCARA",1,106,2024,9825,6,"Junio",9.825
"343","AZUAY","PUCARA",1,106,2024,9825,7,"Julio",9.825
"344","AZUAY","PUCARA",1,106,2024,9825,8,"Agosto",9.825
"345","AZUAY","PUCARA",1,106,2024,9825,9,"Septiembre",9.825
"346","AZUAY","PUCARA",1,106,2024,9825,10,"Octubre",9.825
"347","AZUAY","PUCARA",1,106,2024,9825,11,"Noviembre",9.825
"348","AZUAY","PUCARA",1,106,2024,9825,12,"Diciembre",9.825
"349","AZUAY","PUCARA",1,106,2025,9750,1,"Enero",9.75
"350","AZUAY","PUCARA",1,106,2025,9750,2,"Febrero",9.75
"351","AZUAY","PUCARA",1,106,2025,9750,3,"Marzo",9.75
"352","AZUAY","PUCARA",1,106,2025,9750,4,"Abril",9.75
"353","AZUAY","PUCARA",1,106,2025,9750,5,"Mayo",9.75
"354","AZUAY","PUCARA",1,106,2025,9750,6,"Junio",9.75
"355","AZUAY","PUCARA",1,106,2025,9750,7,"Julio",9.75
"356","AZUAY","PUCARA",1,106,2025,9750,8,"Agosto",9.75
"357","AZUAY","PUCARA",1,106,2025,9750,9,"Septiembre",9.75
"358","AZUAY","PUCARA",1,106,2025,9750,10,"Octubre",9.75
"359","AZUAY","PUCARA",1,106,2025,9750,11,"Noviembre",9.75
"360","AZUAY","PUCARA",1,106,2025,9750,12,"Diciembre",9.75
"361","AZUAY","SAN FERNANDO",1,107,2021,3918,1,"Enero",3.918
"362","AZUAY","SAN FERNANDO",1,107,2021,3918,2,"Febrero",3.918
"363","AZUAY","SAN FERNANDO",1,107,2021,3918,3,"Marzo",3.918
"364","AZUAY","SAN FERNANDO",1,107,2021,3918,4,"Abril",3.918
"365","AZUAY","SAN FERNANDO",1,107,2021,3918,5,"Mayo",3.918
"366","AZUAY","SAN FERNANDO",1,107,2021,3918,6,"Junio",3.918
"367","AZUAY","SAN FERNANDO",1,107,2021,3918,7,"Julio",3.918
"368","AZUAY","SAN FERNANDO",1,107,2021,3918,8,"Agosto",3.918
"369","AZUAY","SAN FERNANDO",1,107,2021,3918,9,"Septiembre",3.918
"370","AZUAY","SAN FERNANDO",1,107,2021,3918,10,"Octubre",3.918
"371","AZUAY","SAN FERNANDO",1,107,2021,3918,11,"Noviembre",3.918
"372","AZUAY","SAN FERNANDO",1,107,2021,3918,12,"Diciembre",3.918
"373","AZUAY","SAN FERNANDO",1,107,2022,3853,1,"Enero",3.853
"374","AZUAY","SAN FERNANDO",1,107,2022,3853,2,"Febrero",3.853
"375","AZUAY","SAN FERNANDO",1,107,2022,3853,3,"Marzo",3.853
"376","AZUAY","SAN FERNANDO",1,107,2022,3853,4,"Abril",3.853
"377","AZUAY","SAN FERNANDO",1,107,2022,3853,5,"Mayo",3.853
"378","AZUAY","SAN FERNANDO",1,107,2022,3853,6,"Junio",3.853
